StarName,Reference,RA,Decl,Teff,logg,Metallicity,Fe,Fe_H_error,Sr,Sr_Fe_error,Y,Y_Fe_error,Zr,Zr_Fe_error,Nb,Nb_Fe_error,Pd,Pd_Fe_error,Ag,Ag_Fe_error,Eu,Eu_Fe_error,Tb,Tb_Fe_error,Tm,Tm_Fe_error,Hf,Hf_Fe_error,Ir,Ir_Fe_error,longitude,latitude,Coord_X,Coord_Y,Coord_Z,VX,VY,VZ,RV
G206-34,I.U.Roederer AJ 147 136 2014,18 35 19.17,+28 41 55.4,5930,3.6,-3.13,-3.17,0.21,-0.03,0.17,<0.04,,<0.46,,<2.98,,,,,,<1.12,,<2.24,,<2.22,,<2.77,,<3.09,,057 27 35.20,+15 53 30.96,262.931,412.081,139.169,-44.439,-69.647,-23.521,-85.9
G214-1,I.U.Roederer AJ 147 136 2014,21 47 55.63,+33 06 27.2,5370,4.05,-2.29,-2.29,0.1,0.46,0.12,0.21,0.15,0.41,0.22,,,,,,,0.56,0.33,<2.34,,,,<2.41,,,,,,,,,,,,
G234-28,I.U.Roederer AJ 147 136 2014,08 14 16.33,+68 55 19.5,5870,3.75,-1.78,-1.8,0.2,-0.04,0.22,-0.46,0.16,0.21,0.15,<1.88,,,,,,0.38,0.15,<1.2,,<1.05,,<1.55,,<1.94,,,,,,,,,,
G238-30,I.U.Roederer AJ 147 136 2014,13 17 40.24,+64 15 12.4,5740,3.5,-3.4,-3.38,0.22,-1.13,0.26,<1.3,,<1.7,,,,,,,,<1.93,,<3.37,,<4.27,,<3.69,,,,118 14 33.98,+52 38 07.14,-304.105,566.138,841.618,-64.875,120.774,179.543,225.9
G238-32,I.U.Roederer AJ 147 136 2014,13 22 02.01,+68 40 22.6,5380,4.35,-1.58,-1.59,0.11,-0.03,0.1,-0.23,0.16,0.37,0.2,,,,,,,0.48,0.19,<1.8,,<2.74,,<1.81,,,,,,,,,,,,
G25-22,I.U.Roederer AJ 147 136 2014,21 14 48.47,+11 00 30.2,5350,3.95,-2.33,-2.33,0.1,0,0.15,<-0.36,,<0.62,,,,,,,,<0.69,,<2.2,,<3.01,,<2.32,,,,,,,,,,,,
G25-24,I.U.Roederer AJ 147 136 2014,21 16 41.64,-01 18 08.8,5670,3.55,-2.28,-2.11,0.21,-0.14,0.23,,,,,,,,,,,<0.53,,<2.06,,<3.38,,<2.21,,,,050 09 34.04,-32 29 57.24,290.917,348.667,-289.281,23.72,28.429,-23.587,43.9
G26-1,I.U.Roederer AJ 147 136 2014,21 26 47.83,-08 23 56.1,5860,3.75,-1.94,-2.08,0.2,0.43,0.2,-0.1,0.16,0.58,0.14,<1.93,,,,,,0.39,0.17,<2.11,,<1.21,,<1.97,,,,,,,,,,,,
G4-36,I.U.Roederer AJ 147 136 2014,02 43 22.05,+13 25 57.0,5810,3.65,-2.22,-2.17,0.21,-1.38,0.15,-1.35,0.36,,,,,,,,,<0.33,,<1.18,,<1.02,,<1.65,,<2.1,,160 15 44.65,-41 11 12.53,-337.737,121.177,-313.975,-157.113,56.371,-146.059,221.8
G4-37,I.U.Roederer AJ 147 136 2014,02 44 35.09,+08 28 50.1,6110,3.75,-2.67,-2.73,0.21,-0.03,0.21,-0.29,0.24,0.6,0.21,<2.65,,,,,,<0.87,,<1.98,,<1.93,,<2.53,,,,164 30 21.63,-45 03 50.66,-316.039,87.61,-328.692,73.374,-20.34,76.311,-107.8
G5-40,C.J.Hansen AAP 545 A31 2012,03 27 39.44,+21 02 35.1,5766,4.23,-0.93,-0.93,0.15,<1.29,,<1.09,,0.37,0.17,,,0.16,0.21,-0.09,0.26,<0.5,,,,,,,,,,165 03 54.58,-28 46 11.84,-145.339,38.766,-82.592,,,,
G64-37,C.J.Hansen AAP 545 A31 2012,14 02 30.09,-05 39 05.2,6494,3.82,-3.17,-3.16,0.15,-0.06,0.1,0.03,0.13,0.52,0.14,,,,,,,,,,,,,,,,,333 13 30.05,+52 59 21.21,230.565,-116.34,342.581,,,,
G71-55,I.U.Roederer AJ 147 136 2014,02 03 50.98,-00 32 21.0,5550,3.55,-1.82,-2.06,0.21,0.19,0.19,-0.08,0.16,0.23,0.14,<1.56,,,,,,0.52,0.15,,,<1.1,,<1.29,,<1.99,,,,,,,,,,
G75-56,I.U.Roederer AJ 147 136 2014,03 00 23.03,-05 57 49.5,6190,3.85,-2.3,-2.35,0.21,0.15,0.27,,,0.59,0.3,,,,,,,<0.9,,<2.37,,<3.19,,<2.58,,,,184 10 30.50,-52 45 34.03,-325.29,-23.746,-429.063,-14.546,-1.062,-19.186,24.1
G88-23,I.U.Roederer AJ 147 136 2014,07 23 17.57,+19 00 56.8,5640,3.95,-1.94,-1.94,0.11,0.11,0.14,,,0.29,0.31,,,,,,,0.59,0.25,<1.97,,,,<2.18,,,,,,,,,,,,
G9-27,I.U.Roederer AJ 147 136 2014,08 51 39.71,+18 53 20.0,5360,4.15,-1.81,-1.79,0.11,-0.24,0.13,-0.41,0.16,-0.01,0.2,,,,,,,0.26,0.14,,,,,,,,,,,,,,,,,
G90-3,I.U.Roederer AJ 147 136 2014,07 29 50.84,+32 51 58.3,5680,3.6,-2.24,-2.4,0.21,0.21,0.24,-0.2,0.17,0.36,0.17,<1.9,,,,,,0.11,0.25,<1.34,,<1.17,,<1.63,,<2.37,,186 05 26.10,+21 50 53.58,-271.096,-28.927,109.312,-27.319,-2.915,11.016,29.6
HD006755,J.J.Cowan ApJ 627 238 2005,01 09 43.00,+61 32 50.0,5105,2.95,-1.68,-1.71,,,,,,0.14,,,,,,,,0.69,,,,,,,,,,125 06 28.54,-01 14 49.98,-78.567,111.757,-2.974,,,,
HD021581,I.U.Roederer AJ 147 136 2014,03 28 54.40,-00 25 02.0,4940,2.1,-1.82,-1.7,0.15,0.14,0.08,-0.31,0.15,0.24,0.16,<0.9,,,,,,0.21,0.17,,,0.24,-0.18,0.61,0.18,,,184 19 03.65,-43 44 12.92,-377.629,-28.511,-362.364,-110.736,-8.361,-106.26,153.7
HD022879,C.J.Hansen AAP 545 A31 2012,03 40 22.06,-03 13 01.1,5792,4.29,-0.95,-0.95,0.15,0.33,0.14,-0.06,0.12,0.19,0.17,,,0.17,0.21,-0.26,0.26,0.45,0.2,,,,,,,,,189 45 59.61,-43 07 09.21,-17.869,-3.076,-16.979,,,,
HD023798,M.Aoki ApJ 837 8 2017,03 46 45.70,-30 51 13.0,4450,1.06,-2.26,-2.26,,0.25,0.19,0.01,0.26,0.39,0.2,,,-0.05,0.21,,,0.24,0.19,,,,,,,,,229 14 55.14,-51 43 19.44,-423.32,-491.263,-821.781,-36.111,-41.907,-70.102,89.3
HD026297,I.U.Roederer AJ 147 136 2014,04 09 03.40,-15 53 27.0,4400,1.1,-1.72,-1.98,0.17,0.24,0.08,-0.13,0.15,0.41,0.19,,,,,,,0.16,0.25,,,,,-0.08,0.21,,,209 39 52.63,-42 59 16.71,-413.2,-235.347,-443.246,-10.043,-5.72,-10.773,15.8
HD029574,J.A.Johnson ApJ 579 616 2002,04 38 55.70,-13 20 48.0,,,,-1.68,,0.05,0.3,-0.26,0.16,0.17,0.16,,,,,,,,,,,,,,,,,,,,,,,,,
HD029574,J.A.Johnson ApJ 554 888 2001,04 38 55.70,-13 20 48.0,4350,0.3,-1.7,-1.71,0.22,,,,,,,,,,,,,0.02,0.2,,,,,,,,,210 19 50.95,-35 20 43.14,-1679.29,-982.509,-1379.87,,,,
HD029574,J.A.Johnson ApJS 139 219 2002,04 38 55.70,-13 20 48.0,4350,0.3,-1.7,-1.86,0.16,,,-0.08,0.1,0.35,0.21,,,,,,,0.19,0.2,,,,,,,,,210 19 50.95,-35 20 43.14,-1679.29,-982.509,-1379.87,,,,
HD063791,J.A.Johnson ApJ 579 616 2002,07 54 28.70,+62 08 10.0,,,,-1.55,,-0.25,0.3,-0.38,0.17,-0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
HD063791,J.A.Johnson ApJ 554 888 2001,07 54 28.70,+62 08 10.0,4750,1.6,-1.6,-1.55,0.21,,,,,,,,,,,,,-0.08,0.24,<0.66,,,,,,,,154 36 34.79,+31 04 14.62,-445.464,211.43,297.109,,,,
HD063791,J.A.Johnson ApJS 139 219 2002,07 54 28.70,+62 08 10.0,4750,1.6,-1.6,-1.7,0.16,,,-0.23,0.05,0.13,0.13,,,,,,,0.06,0.2,<0.8,,,,,,,,154 36 34.79,+31 04 14.62,-445.464,211.43,297.109,,,,
HD074462,C.J.Hansen AAP 545 A31 2012,08 48 20.65,+67 26 59.9,4590,1.84,-1.48,-1.48,0.15,0.06,0.1,0.38,0.16,0.54,0.26,,,0.13,0.18,-0.59,0.25,0.52,0.17,,,,,,,,,147 22 02.61,+35 59 55.34,-382.175,244.718,329.698,,,,
HD085773,M.Aoki ApJ 837 8 2017,09 53 39.20,-22 50 08.0,4268,0.87,-2.62,-2.62,,-0.25,0.2,-0.55,0.28,-0.19,0.19,,,-0.25,0.22,,,0.02,0.2,,,,,,,,,257 56 04.37,+24 07 03.26,-357.474,-1672.39,765.623,-28.179,-131.829,60.352,147.7
HD103723,C.J.Hansen AAP 545 A31 2012,11 56 36.00,-21 25 10.0,6128,4.28,-0.85,-0.85,0.15,0.04,0.13,-0.27,0.15,0.05,0.17,,,0.29,0.19,-0.05,0.25,0.43,0.16,,,,,,,,,286 16 30.50,+39 40 19.48,29.281,-100.294,86.656,,,,
HD105004,C.J.Hansen AAP 545 A31 2012,12 05 24.85,-26 35 43.8,5900,4.3,-0.84,-0.84,0.15,0.1,0.1,-0.19,0.12,0.02,0.17,,,0.12,0.19,-0.25,0.27,0.26,0.2,,,,,,,,,290 19 56.44,+35 08 51.79,38.588,-104.135,78.189,,,,
HD106038,C.J.Hansen AAP 545 A31 2012,12 12 01.37,+13 15 40.6,5950,4.33,-1.48,-1.48,0.15,0.56,0.17,0.54,0.14,0.68,0.17,,,0.32,0.21,-0.12,0.25,0.45,0.16,,,,,,,,,267 23 06.56,+73 21 01.93,-1.647,-36.07,120.741,,,,
HD106373,I.U.Roederer AJ 147 136 2014,12 14 13.29,-28 15 06.6,6040,1.85,-2.6,-2.61,0.17,0.35,0.25,-0.13,0.18,0.27,0.17,<2.05,,,,,,0.43,0.2,<1.57,,<1.21,,<1.85,,,,293 03 05.53,+33 54 17.66,412.376,-969.073,707.828,27.168,-63.845,46.633,83.6
HD107752,M.Aoki ApJ 837 8 2017,12 22 52.70,+11 36 25.0,4760,1.4,-2.85,-2.85,,-0.28,0.28,-0.23,0.16,0.05,0.16,,,-0.07,0.18,,,0.31,0.16,,,,,,,,,278 11 05.57,+73 05 30.23,81.278,-565.088,1878.09,9.101,-63.276,210.298,219.8
HD108317,I.U.Roederer AJ 147 136 2014,12 26 36.83,+05 18 09.0,5030,2.1,-2.6,-2.62,0.15,0.17,0.23,-0.39,0.16,0.15,0.15,<1.7,,,,,,0.32,0.16,<1.02,,0.67,-0.21,<1.3,,<1.24,,286 40 28.62,+67 23 14.57,44.653,-149.076,373.62,0.596,-1.989,4.985,5.4
HD108317,I.U.Roederer ApJS 203 27 2012,12 26 36.83,+05 18 09.0,5100,2.67,-2.37,-2.53,0.09,0.14,0.19,-0.1,0.2,0.4,0.2,0.21,0.19,0.29,0.18,-0.01,0.21,0.64,0.18,0.91,0.29,0.61,-0.19,0.83,0.27,1.08,0.34,286 40 28.62,+67 23 14.57,24.051,-80.294,201.236,,,,
HD108317,C.J.Hansen AAP 545 A31 2012,12 26 36.83,+05 18 09.0,5360,2.76,-2.11,-2.11,0.15,-0.05,0.13,-0.22,0.12,0.07,0.14,,,-0.08,0.2,-0.11,0.32,0.34,0.18,,,,,,,,,286 40 28.62,+67 23 14.57,24.462,-81.667,204.677,,,,
HD108577,J.A.Johnson ApJ 579 616 2002,12 28 16.86,+12 20 41.1,,,,-2.19,,-0.33,0.3,-0.54,0.13,-0.21,0.1,,,-0.07,0.25,-0.3,0.25,,,,,,,,,,,,,,,,,,,
HD108577,J.A.Johnson ApJ 554 888 2001,12 28 16.86,+12 20 41.1,4900,1.1,-2.2,-2.21,0.13,,,,,,,,,,,,,0.21,0.12,<0.46,,0.11,-0.19,,,,,281 38 39.50,+74 15 05.63,130.051,-631.08,2284.9,,,,
HD108577,J.A.Johnson ApJS 139 219 2002,12 28 16.86,+12 20 41.1,4900,1.1,-2.2,-2.36,0.12,,,-0.37,0.07,-0.04,0.08,,,,,,,0.36,0.02,<0.61,,0.26,-0.15,,,,,281 38 39.50,+74 15 05.63,130.051,-631.08,2284.9,,,,
HD110184,C.J.Hansen AAP 545 A31 2012,12 40 14.08,+08 31 38.1,4450,0.5,-2.4,-2.4,0.15,-0.05,0.22,0.15,0.14,0.47,0.18,,,0.22,0.23,-0.11,0.22,0.22,0.16,,,,,,,,,294 18 10.58,+71 12 39.77,258.393,-572.198,1845.42,,,,
HD110184,S.Honda ApJ 607 474 2004,12 40 14.08,+08 31 38.1,4240,0.3,-2.52,-2.51,0.11,-0.02,0.14,-0.1,0.16,0.18,0.1,,,,,,,0.08,0.05,-0.53,0.14,-0.33,-0.14,,,,,294 18 10.58,+71 12 39.77,278.948,-617.717,1992.23,,,,
HD110184,M.Aoki ApJ 837 8 2017,12 40 14.08,+08 31 38.1,4240,0.3,-2.52,-2.52,,0.11,0.28,-0.51,0.18,-0.13,0.21,,,-0.27,0.18,,,-0.03,0.16,,,,,,,,,294 18 10.58,+71 12 39.77,278.948,-617.717,1992.23,18.492,-40.949,132.066,139.5
HD111980,C.J.Hansen AAP 545 A31 2012,12 53 15.05,-18 31 20.0,5653,3.9,-1.31,-1.32,0.15,0.45,0.22,0.23,0.13,0.44,0.17,,,0.17,0.21,-0.16,0.25,<0.5,,,,,,,,,,303 31 58.42,+44 20 50.68,31.449,-47.456,55.648,,,,
HD113679,C.J.Hansen AAP 545 A31 2012,13 05 52.80,-38 31 00.0,5759,4.04,-0.63,-0.63,0.15,<0.44,,0.08,0.12,0.22,0.17,,,0.14,0.19,-0.18,0.25,0.08,0.21,,,,,,,,,306 01 48.97,+24 16 05.45,70.085,-96.357,53.719,,,,
HD115444,J.A.Johnson ApJ 579 616 2002,13 16 42.46,+36 22 52.7,,,,-2.97,,-0.41,0.3,-0.24,0.09,0.09,0.08,,,<0.91,,,,,,,,,,,,,,,,,,,,,,
HD115444,J.A.Johnson ApJ 554 888 2001,13 16 42.46,+36 22 52.7,4500,0.7,-3,-2.98,0.11,,,,,,,,,,,,,0.65,0.05,0.26,0.12,0.51,-0.11,,,,,094 24 42.51,+79 18 26.63,-32.124,416.373,2211.71,,,,
HD115444,C.J.Hansen AAP 545 A31 2012,13 16 42.46,+36 22 52.7,4785,1.5,-3,-3,0.15,-0.08,0.16,-0.12,0.14,0.2,0.19,,,0.47,0.2,<0.09,,0.79,0.16,,,,,,,,,094 24 42.51,+79 18 26.63,-15.211,197.149,1047.23,,,,
HD115444,J.J.Cowan ApJ 627 238 2005,13 16 42.46,+36 22 52.7,4720,1.75,-2.9,-2.93,,,,,,0.15,,,,,,,,0.8,,,,,,,,0.87,,094 24 42.51,+79 18 26.63,-11.154,144.567,767.917,,,,
HD115444,J.A.Johnson ApJS 139 219 2002,13 16 42.46,+36 22 52.7,4500,0.7,-3,-3.13,0.13,,,-0.08,0.1,0.25,0.13,,,,,,,0.79,0.03,0.4,0.15,0.65,-0.15,,,,,094 24 42.51,+79 18 26.63,-32.124,416.373,2211.71,,,,
HD115444,S.Honda ApJ 607 474 2004,13 16 42.46,+36 22 52.7,4720,1.5,-2.85,-2.84,0.15,0.08,0.11,-0.15,0.08,0.2,0.17,,,0.21,0.11,,,0.68,0.03,0.23,0.11,0.54,-0.11,,,0.57,0.11,094 24 42.51,+79 18 26.63,-14.67,190.138,1009.98,,,,
HD115444,J.Westin ApJ 530 783 2000,13 16 42.46,+36 22 52.7,4650,1.5,-2.9,-2.96,0.1,0.32,0.11,-0.07,0.12,0.36,0.12,,,,,,,0.81,0.07,,,1.05,-0.11,,,,,094 24 42.51,+79 18 26.63,-13.989,181.317,963.126,,,,
HD11582,I.U.Roederer AJ 147 136 2014,01 53 00.24,-34 17 34.8,5020,2.2,-2.03,-1.84,0.15,-0.06,0.14,-0.47,0.15,0.06,0.15,<1.07,,,,,,0.24,0.16,<0.82,,0.14,-0.22,0.27,0.31,0.51,0.29,245 04 06.15,-74 59 17.91,-78.879,-169.686,-697.785,-2.446,-5.261,-21.636,22.4
HD116064,C.J.Hansen AAP 545 A31 2012,13 21 43.79,-39 18 39.9,5999,4.33,-2.19,-2.17,0.15,,,0,0.13,0.33,0.14,,,0.37,0.21,,,,,,,,,,,,,309 18 02.39,+23 11 08.78,39.789,-48.611,26.906,,,,
HD119516,I.U.Roederer AJ 147 136 2014,13 43 26.72,+15 34 31.1,5660,1.9,-1.93,-1.94,0.17,0.53,0.23,-0.36,0.16,0.11,0.15,<1.01,,,,,,0.45,0.16,,,0.44,-0.25,<0.63,,,,351 50 19.41,+73 17 15.89,316.653,-45.412,1065.43,-81.382,11.671,-273.824,-285.9
HD119516,I.U.Roederer ApJ 711 573 2010,13 43 26.72,+15 34 31.1,5290,1.1,-2.15,-2.26,0.1,0.22,0.15,-0.38,0.1,-0.03,0.1,<1.06,,,,,,0.31,0.1,,,0.31,-0.25,0.34,0.4,,,351 50 19.41,+73 17 15.89,684.744,-98.201,2303.93,-81.382,11.671,-273.824,-285.9
HD120559,C.J.Hansen AAP 545 A31 2012,13 51 40.40,-57 26 08.0,5411,4.75,-1.33,-1.31,0.15,0.22,0.12,0.25,0.15,0.34,0.17,,,0.44,0.21,0.22,0.25,0.71,0.17,,,,,,,,,310 59 44.02,+04 29 24.02,14.614,-16.814,1.749,,,,
HD121004,C.J.Hansen AAP 545 A31 2012,13 53 58.10,-46 32 20.0,5711,4.46,-0.73,-0.73,0.15,0.4,0.12,0.16,0.12,0.51,0.17,,,0.32,0.19,-0.1,0.25,0.5,0.19,,,,,,,,,313 59 40.73,+14 59 07.64,38.933,-40.324,15.004,,,,
HD122196,I.U.Roederer AJ 147 136 2014,14 01 02.12,-38 03 03.2,5880,3.8,-1.79,-1.97,0.2,0.28,0.2,-0.09,0.19,0.38,0.16,,,,,,,0.21,0.25,<2.29,,<2.37,,<2.1,,,,317 43 57.35,+22 48 44.61,78.957,-71.763,44.878,-18.827,17.111,-10.701,-27.6
HD122196,C.J.Hansen AAP 545 A31 2012,14 01 02.12,-38 03 03.2,6048,3.89,-1.81,-1.81,0.15,0.03,0.14,-0.15,0.12,0.2,0.16,,,0.02,0.27,<-0.04,,0.22,0.18,,,,,,,,,317 43 57.35,+22 48 44.61,75.965,-69.044,43.178,,,,
HD122563,I.U.Roederer ApJS 203 27 2012,14 02 31.80,+09 41 10.0,4450,1.37,-2.61,-3.06,0.1,0.17,0.19,-0.1,0.21,0.32,0.22,0.08,0.22,-0.29,0.32,<0.23,,-0.23,0.19,,,,,-0.12,0.41,<0.33,,350 10 02.35,+65 48 14.26,111.452,-19.317,251.735,,,,
HD122563,C.J.Hansen AAP 545 A31 2012,14 02 31.80,+09 41 10.0,4560,0.9,-2.81,-2.81,0.15,0.04,0.13,-0.1,0.16,0.07,0.18,,,0.12,0.2,-0.16,0.25,-0.51,0.16,,,,,,,,,350 10 02.35,+65 48 14.26,207.843,-36.023,469.452,,,,
HD122563,J.Westin ApJ 530 783 2000,14 02 31.80,+09 41 10.0,4500,1.3,-2.7,-2.72,0.12,0.18,0.11,-0.24,0.11,0.18,0.19,,,,,,,-0.39,0.11,,,,,,,,,350 10 02.35,+65 48 14.26,124.321,-21.547,280.802,,,,
HD122563,I.U.Roederer AJ 147 136 2014,14 02 31.80,+09 41 10.0,4500,0.55,-2.93,-2.97,0.15,-0.15,0.18,-0.58,0.15,-0.16,0.15,<0.99,,,,,,-0.8,0.21,<0.02,,<0.16,,<0.54,,<0.43,,350 10 02.35,+65 48 14.26,297.538,-51.569,672.047,-10.54,1.827,-23.807,-26.1
HD122563,J.A.Johnson ApJ 579 616 2002,14 02 31.80,+09 41 10.0,,,,-2.58,,-0.53,0.3,-0.43,0.1,-0.14,0.08,,,<0.41,,,,,,,,,,,,,,,,,,,,,,
HD122563,S.Honda ApJ 643 1180 2006,14 02 31.80,+09 41 10.0,4570,1.1,-2.77,-2.82,0.19,-0.16,0.08,-0.32,0.09,-0.04,0.16,-0.12,0.17,-0.11,0.17,-0.26,0.17,-0.47,0.17,,,<-0.3,,,,<-0.16,,350 10 02.35,+65 48 14.26,166.294,-28.822,375.608,,,,
HD122563,J.A.Johnson ApJ 554 888 2001,14 02 31.80,+09 41 10.0,4450,0.5,-2.65,-2.58,0.15,,,,,,,,,,,,,-0.78,0.21,<0.46,,<0.14,,<0.85,,,,350 10 02.35,+65 48 14.26,303.45,-52.593,685.399,,,,
HD122563,S.Honda ApJ 607 474 2004,14 02 31.80,+09 41 10.0,4570,1.1,-2.77,-2.76,0.19,-0.07,0.12,-0.32,0.12,-0.01,0.11,,,,,,,-0.36,0.12,,,,,,,,,350 10 02.35,+65 48 14.26,166.294,-28.822,375.608,,,,
HD122563,J.A.Johnson ApJS 139 219 2002,14 02 31.80,+09 41 10.0,4450,0.5,-2.65,-2.73,0.16,,,-0.28,0.12,0.01,0.12,,,,,,,-0.64,0.2,<0.6,,<0.28,,<1.14,,,,350 10 02.35,+65 48 14.26,303.45,-52.593,685.399,,,,
HD122563,J.J.Cowan ApJ 627 238 2005,14 02 31.80,+09 41 10.0,4570,1.35,-2.72,-2.75,,,,,,0.23,,,,,,,,-0.36,,,,,,,,<0.07,,350 10 02.35,+65 48 14.26,124.703,-21.613,281.666,,,,
HD122563,S.Honda ApJ 666 1189 2007,14 02 31.80,+09 41 10.0,4570,1.1,-2.77,-2.82,0.19,-0.17,0.14,-0.32,0.09,-0.04,0.16,-0.12,0.14,-0.06,0.14,-0.26,0.14,-0.47,0.14,,,<-0.3,,,,<-0.16,,350 10 02.35,+65 48 14.26,166.294,-28.822,375.608,,,,
HD122956,C.J.Hansen AAP 545 A31 2012,14 05 13.02,-14 51 25.5,4700,1.51,-1.45,-1.45,0.15,-0.04,0.14,0,0.28,-0.01,0.25,,,0.32,0.2,-0.54,0.22,0.24,0.16,,,,,,,,,328 15 15.53,+44 21 24.67,276.219,-170.901,317.603,,,,
HD122956,J.J.Cowan ApJ 627 238 2005,14 05 13.02,-14 51 25.5,4510,1.55,-1.95,-1.98,,,,,,0.4,,,,,,,,0.67,,,,,,,,0.55,,328 15 15.53,+44 21 24.67,231.472,-143.215,266.151,,,,
HD126238,I.U.Roederer AJ 147 136 2014,14 25 29.96,-43 38 36.9,4750,1.65,-1.96,-2.05,0.15,-0.05,0.11,-0.46,0.15,0.09,0.15,<0.86,,,,,,0.08,0.16,,,0.14,-0.2,0.34,0.21,<0.62,,320 24 45.64,+16 00 44.66,357.158,-295.333,133,187.115,-154.725,69.679,252.6
HD126238,I.U.Roederer ApJS 203 27 2012,14 25 29.96,-43 38 36.9,4780,1.72,-1.93,-1.98,0.1,0.09,0.24,,,0.14,0.24,0.16,0.2,0.09,0.17,-0.23,0.38,0.27,0.2,0.05,0.26,0.26,-0.2,0.28,0.28,0.32,0.22,320 24 45.64,+16 00 44.66,335.723,-277.609,125.018,,,,
HD126238,C.J.Hansen AAP 545 A31 2012,14 25 29.96,-43 38 36.9,4900,1.8,-1.92,-1.92,0.15,-0.09,0.14,-0.27,0.12,0.06,0.14,,,0.24,0.19,-0.27,0.28,0.19,0.16,,,,,,,,,320 24 45.64,+16 00 44.66,328.971,-272.026,122.504,,,,
HD126587,I.U.Roederer AJ 147 136 2014,14 27 00.30,-22 14 39.0,4640,1,-3.21,-3.29,0.15,0.09,0.24,-0.41,0.17,0.13,0.15,<1.2,,,,,,0.24,0.16,<0.8,,0.33,-0.4,0.77,0.48,,,330 20 42.75,+35 29 21.86,1318.36,-750.604,1081.69,105.783,-60.227,86.793,149.5
HD126587,J.A.Johnson ApJ 579 616 2002,14 27 00.30,-22 14 39.0,,,,-2.9,,-0.25,0.3,-0.38,0.09,-0.04,0.08,,,<0.8,,,,,,,,,,,,,,,,,,,,,,
HD126587,J.A.Johnson ApJ 554 888 2001,14 27 00.30,-22 14 39.0,4675,1.25,-2.9,-2.91,0.12,,,,,,,,,,,,,0.24,0.23,<0.66,,<0.74,,,,,,330 20 42.75,+35 29 21.86,1027.02,-584.726,842.644,,,,
HD126587,C.J.Hansen AAP 545 A31 2012,14 27 00.30,-22 14 39.0,4700,1.05,-3.16,-3.16,0.15,-0.01,0.1,-0.2,0.13,0.19,0.19,,,0.42,0.26,0.14,0.28,0.31,0.17,,,,,,,,,330 20 42.75,+35 29 21.86,1285.59,-731.946,1054.8,,,,
HD126587,J.J.Cowan ApJ 627 238 2005,14 27 00.30,-22 14 39.0,4795,1.95,-2.93,-2.96,,,,,,,,,,,,,,0.55,,,,,,,,0.62,,330 20 42.75,+35 29 21.86,493.277,-280.844,404.723,,,,
HD126587,J.A.Johnson ApJS 139 219 2002,14 27 00.30,-22 14 39.0,4675,1.25,-2.9,-3.06,0.12,,,-0.22,0.09,0.12,0.08,,,,,,,0.39,0.23,<0.81,,<0.89,,,,,,330 20 42.75,+35 29 21.86,1027.02,-584.726,842.644,,,,
HD126587,S.Honda ApJ 607 474 2004,14 27 00.30,-22 14 39.0,4960,2.1,-2.78,-2.78,0.12,0.12,0.12,-0.08,0.1,0.36,0.12,,,,,,,0.56,0.04,,,,,,,,,330 20 42.75,+35 29 21.86,457.226,-260.319,375.144,,,,
HD126681,C.J.Hansen AAP 545 A31 2012,14 27 24.90,-18 24 40.0,5532,4.58,-1.28,-1.28,0.15,0.2,0.19,0.34,0.12,0.56,0.17,,,0.51,0.21,0.02,0.25,0.47,0.17,,,,,,,,,332 38 06.43,+38 51 43.15,36.635,-18.961,33.24,,,,
HD128279,I.U.Roederer AJ 147 136 2014,14 36 48.51,-29 06 46.6,5050,2.15,-2.64,-2.52,0.14,-0.64,0.26,-0.92,0.19,-0.33,0.16,<1.02,,,,,,-0.28,0.19,<0.42,,<0.21,,<0.74,,<1.28,,329 04 12.30,+28 21 22.97,287.571,-172.311,180.936,-57.144,34.24,-35.954,-75.7
HD128279,J.A.Johnson ApJ 579 616 2002,14 36 48.51,-29 06 46.6,,,,-2.21,,-0.6,0.3,-0.72,0.15,-0.46,0.14,,,<0.37,,,,,,,,,,,,,,,,,,,,,,
HD128279,J.A.Johnson ApJ 554 888 2001,14 36 48.51,-29 06 46.6,5100,2.7,-2.2,-2.23,0.14,,,,,,,,,,,,,-0.08,0.25,<0.66,,<0.84,,,,,,329 04 12.30,+28 21 22.97,153.22,-91.809,96.404,,,,
HD128279,I.U.Roederer ApJS 203 27 2012,14 36 48.51,-29 06 46.6,5080,2.57,-2.46,-2.48,0.09,-0.57,0.19,,,-0.1,0.2,0.14,0.27,-0.33,0.27,<0.17,,0,0.18,,,0.12,-0.21,0.7,0.27,<0.81,,329 04 12.30,+28 21 22.97,180.185,-107.966,113.37,,,,
HD128279,C.J.Hansen AAP 545 A31 2012,14 36 48.51,-29 06 46.6,5200,2.2,-2.34,-2.34,0.15,-0.36,0.11,-0.78,0.13,-0.35,0.14,,,-0.16,0.2,-0.5,0.22,-0.28,0.16,,,,,,,,,329 04 12.30,+28 21 22.97,286.888,-171.903,180.506,,,,
HD128279,I.U.Roederer ApJ 711 573 2010,14 36 48.51,-29 06 46.6,5050,2.35,-2.45,-2.51,0.1,-0.52,0.15,-0.74,0.1,-0.2,0.1,<1.22,,,,,,-0.28,0.21,<0.71,,<0.49,,<1.02,,<1.6,,329 04 12.30,+28 21 22.97,223.226,-133.756,140.451,-57.446,34.421,-36.144,-76.1
