StarName,Reference,RA,Decl,Teff,logg,Metallicity,Fe,Fe_H_error,Sr,Sr_Fe_error,Y,Y_Fe_error,Zr,Zr_Fe_error,Nb,Nb_Fe_error,Pd,Pd_Fe_error,Ag,Ag_Fe_error,Eu,Eu_Fe_error,Tb,Tb_Fe_error,Tm,Tm_Fe_error,Hf,Hf_Fe_error,Ir,Ir_Fe_error,longitude,latitude,Coord_X,Coord_Y,Coord_Z,VX,VY,VZ,RV
BD+01_3597,C.J.Hansen AAP 545 A31 2012,18 07 56.60,+01 52 32.7,6482,4.47,-1.89,-1.9,0.15,0.22,0.11,0.17,0.12,0.56,0.15,,,0.77,0.27,,,,,,,,,,,,,029 37 03.14,+10 31 42.94,172.008,97.784,36.773,,,,
BD+03_740,D.K.Lai ApJ 681 1524 2008,05 01 16.53,+04 06 38.3,6557,4.28,-2.75,-2.71,0.08,-0.11,0.09,0.02,0.16,0.38,0.1,,,,,,,<0.67,,,,,,,,,,195 42 48.23,-22 11 42.70,-124.041,-34.898,-52.573,,,,
BD+04_2621,J.A.Johnson ApJ 579 616 2002,12 28 44.60,+04 01 27.0,,,,-2.34,,-0.35,0.3,-0.56,0.14,-0.21,0.08,,,<0.36,,,,,,,,,,,,,,,,,,,,,,
BD+04_2621,J.A.Johnson ApJ 554 888 2001,12 28 44.60,+04 01 27.0,4650,1.2,-2.35,-2.35,0.17,,,,,,,,,,,,,-0.77,0.23,<0.17,,<0.35,,,,,,288 44 51.74,+66 16 07.87,277.361,-817.186,1963.01,,,,
BD+04_2621,J.A.Johnson ApJS 139 219 2002,12 28 44.60,+04 01 27.0,4650,1.2,-2.35,-2.5,0.17,,,-0.4,0.14,-0.05,0.08,,,,,,,-0.63,0.23,<0.32,,<0.5,,,,,,288 44 51.74,+66 16 07.87,277.361,-817.186,1963.01,,,,
BD+05_3098,J.A.Johnson ApJ 579 616 2002,15 52 17.26,+05 17 44.4,,,,-2.56,,-0.2,0.3,-0.52,0.13,-0.16,0.14,,,<1.4,,,,,,,,,,,,,,,,,,,,,,
BD+05_3098,J.A.Johnson ApJ 554 888 2001,15 52 17.26,+05 17 44.4,4700,1.3,-2.55,-2.57,0.14,,,,,,,,,,,,,0.07,0.12,<0.76,,<0.64,,<1.35,,,,014 20 23.70,+41 47 20.04,1782.76,455.742,1644.59,,,,
BD+05_3098,J.A.Johnson ApJS 139 219 2002,15 52 17.26,+05 17 44.4,4700,1.3,-2.55,-2.72,0.14,,,-0.36,0.13,0,0.14,,,,,,,0.22,0.12,<0.91,,<0.79,,<1.65,,,,014 20 23.70,+41 47 20.04,1782.76,455.742,1644.59,,,,
BD+06_0648,M.Aoki ApJ 837 8 2017,04 13 13.10,+06 36 02.0,4400,0.9,-2.11,-2.11,,0.19,0.19,-0.08,0.26,0.29,0.18,,,-0.24,0.21,,,0.21,0.19,,,,,,,,,185 54 06.83,-30 42 11.12,-1475.91,-152.57,-881.112,122.731,12.687,73.27,-143.5
BD+08_2856,J.A.Johnson ApJ 579 616 2002,14 23 58.10,+08 01 33.0,,,,-1.94,,-0.15,0.3,-0.42,0.15,-0.07,0.09,,,0.01,0.25,-0.04,0.25,,,,,,,,,,,,,,,,,,,
BD+08_2856,J.A.Johnson ApJ 554 888 2001,14 23 58.10,+08 01 33.0,4550,0.7,-2,-1.95,0.19,,,,,,,,,,,,,0.27,0.06,0.11,0.17,0.12,-0.06,<1.25,,,,356 08 18.46,+60 56 09.81,1761.26,-118.883,3176.27,,,,
BD+08_2856,C.J.Hansen AAP 545 A31 2012,14 23 58.10,+08 01 33.0,4600,0.8,-2.09,-2.09,0.15,-0.01,0.12,0.04,0.15,0.05,0.14,,,0.12,0.21,<0.47,,0.41,0.16,,,,,,,,,356 08 18.46,+60 56 09.81,1627.3,-109.841,2934.67,,,,
BD+08_2856,J.A.Johnson ApJS 139 219 2002,14 23 58.10,+08 01 33.0,4550,0.7,-2,-2.1,0.19,,,-0.26,0.15,0.09,0.09,,,,,,,0.42,0.06,-0.06,0.17,0.27,-0.06,<1.55,,,,356 08 18.46,+60 56 09.81,1761.26,-118.883,3176.27,,,,
BD+09_2190,C.J.Hansen AAP 545 A31 2012,09 29 15.56,+08 38 00.5,6450,4,-2.6,-2.6,0.15,,,-0.28,0.17,-0.02,0.14,,,0.72,0.27,,,,,,,,,,,,,224 15 25.47,+38 52 25.71,-192.475,-187.548,216.643,,,,
BD+09_3223,J.A.Johnson ApJ 579 616 2002,16 33 35.58,+09 06 16.3,,,,-2.11,,-0.05,0.3,-0.33,0.14,-0.03,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
BD+09_3223,J.A.Johnson ApJ 554 888 2001,16 33 35.58,+09 06 16.3,5250,1.65,-2.1,-2.12,0.11,,,,,,,,,,,,,-0.03,0.24,<1.16,,,,,,,,024 57 53.81,+34 42 31.92,986.259,459.166,753.551,,,,
BD+09_3223,J.A.Johnson ApJS 139 219 2002,16 33 35.58,+09 06 16.3,5250,1.65,-2.1,-2.27,0.11,,,-0.17,0.14,0.13,0.17,,,,,,,0.12,0.24,<1.31,,,,,,,,024 57 53.81,+34 42 31.92,986.259,459.166,753.551,,,,
BD+10_2495,I.U.Roederer AJ 147 136 2014,12 59 19.90,+09 14 36.0,4890,1.85,-2.14,-2.16,0.15,-0.06,0.15,-0.4,0.15,0.08,0.15,<1.25,,,,,,0.3,0.16,<0.59,,0.25,-0.26,,,<0.59,,309 15 11.76,+72 01 04.88,210.259,-257.314,1023.79,50.457,-61.749,245.683,258.3
BD+10_2495,J.A.Johnson ApJ 579 616 2002,12 59 19.90,+09 14 36.0,,,,-1.9,,-0.2,0.3,-0.47,0.14,-0.2,0.17,,,,,,,,,,,,,,,,,,,,,,,,,
BD+10_2495,J.A.Johnson ApJ 554 888 2001,12 59 19.90,+09 14 36.0,4900,1.9,-2,-1.91,0.17,,,,,,,,,,,,,0.07,0.24,<0.66,,,,,,,,309 15 11.76,+72 01 04.88,196.914,-240.983,958.813,,,,
BD+10_2495,I.U.Roederer ApJ 711 573 2010,12 59 19.90,+09 14 36.0,4710,1.3,-2.45,-2.31,0.1,-0.12,0.3,-0.42,0.1,0,0.1,<1.44,,,,,,0.1,0.1,0.22,0.3,0.03,-0.3,<0.3,,<0.82,,309 15 11.76,+72 01 04.88,349.887,-428.19,1703.67,48.992,-59.956,238.549,250.8
BD+10_2495,J.A.Johnson ApJS 139 219 2002,12 59 19.90,+09 14 36.0,4900,1.9,-2,-2.06,0.17,,,-0.31,0.14,-0.04,0.17,,,,,,,0.22,0.24,<0.81,,,,,,,,309 15 11.76,+72 01 04.88,196.914,-240.983,958.813,,,,
BD+17_3248,J.A.Johnson ApJ 579 616 2002,17 28 14.47,+17 30 35.9,,,,-1.93,,0,0.3,-0.18,0.16,0.1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,
BD+17_3248,J.A.Johnson ApJ 554 888 2001,17 28 14.47,+17 30 35.9,5200,1.8,-1.95,-1.94,0.13,,,,,,,,,,,,,0.62,0.24,<1.16,,,,,,,,040 10 41.81,+26 00 47.57,788.076,665.464,503.37,,,,
BD+17_3248,J.J.Cowan ApJ 627 238 2005,17 28 14.47,+17 30 35.9,5200,1.8,-2.08,-2.11,,,,,,0.17,,,,,,,,0.92,,,,,,,,0.96,,040 10 41.81,+26 00 47.57,788.076,665.464,503.37,,,,
BD+17_3248,J.A.Johnson ApJS 139 219 2002,17 28 14.47,+17 30 35.9,5200,1.8,-1.95,-2.09,0.13,,,-0.02,0.16,0.26,0.18,,,,,,,0.77,0.24,<3.09,,,,,,,,040 10 41.81,+26 00 47.57,788.076,665.464,503.37,,,,
BD+17_3248,J.J.Cowan ApJ 572 861 2002,17 28 14.47,+17 30 35.9,5200,1.8,-2,-2.06,0.08,0.09,0.15,-0.11,0.05,0.24,0.14,0.42,0.15,0.73,0.09,0.58,0.11,0.87,0.05,0.83,0.05,0.87,-0.1,,,0.98,0.13,040 10 41.81,+26 00 47.57,788.076,665.464,503.37,,,,
BD+17_3248,P.Francois AAP 476 935 2007,17 28 14.47,+17 30 35.9,5250,1.4,-2,-2.07,,0.1,,0.01,,0.55,,,,,,,,0.92,,,,,,,,,,040 10 41.81,+26 00 47.57,1280.61,1081.37,817.97,,,,
BD+17_4708,I.U.Roederer AJ 147 136 2014,22 11 31.37,+18 05 34.1,5970,3.85,-1.7,-1.8,0.21,0.2,0.19,-0.14,0.16,0.35,0.14,<1.62,,,,,,0.46,0.16,,,,,<1.48,,,,077 49 41.60,-30 26 27.99,29.064,134.75,-81.008,-52.861,-245.077,147.335,-290.8
BD+18_2890,J.A.Johnson ApJ 579 616 2002,14 32 13.49,+17 25 24.3,,,,-1.56,,-0.1,0.3,-0.27,0.16,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
BD+18_2890,J.A.Johnson ApJ 554 888 2001,14 32 13.49,+17 25 24.3,4900,2,-1.6,-1.56,0.2,,,,,,,,,,,,,0.25,0.24,<0.66,,,,,,,,015 32 48.75,+64 48 32.22,382.239,106.341,843.492,,,,
BD+18_2890,J.A.Johnson ApJS 139 219 2002,14 32 13.49,+17 25 24.3,4900,2,-1.6,-1.71,0.2,,,-0.12,0.16,0.16,0.14,,,,,,,0.39,0.24,<0.8,,,,,,,,015 32 48.75,+64 48 32.22,382.239,106.341,843.492,,,,
BD+20_3603,C.J.Hansen AAP 545 A31 2012,17 54 43.20,+20 16 16.0,6309,3.97,-2.12,-2.12,0.15,,,-0.24,0.12,0.18,0.17,,,,,,,,,,,,,,,,,045 32 54.73,+21 15 11.30,122.652,125.023,68.119,,,,
BD+23_3130,I.U.Roederer AJ 147 136 2014,17 32 41.60,+23 44 12.0,4930,1.85,-2.9,-2.93,0.15,-0.37,0.25,-0.71,0.2,-0.26,0.18,<1.44,,,,,,-0.07,0.19,,,,,<1.16,,<1.06,,047 06 12.00,+27 15 27.60,467.518,503.168,353.863,-171.423,-184.494,-129.749,-283.3
BD+23_3130,D.K.Lai ApJ 681 1524 2008,17 32 41.60,+23 44 12.0,5285,2.83,-2.6,-2.58,0.03,-0.28,0.08,-0.36,0.05,0.02,0.06,,,,,,,0.3,0.11,,,,,,,,,047 06 12.00,+27 15 27.60,181.542,195.385,137.408,,,,
BD+24_1676,I.U.Roederer AJ 147 136 2014,07 30 41.26,+24 05 10.2,6140,3.75,-2.54,-2.7,0.21,0.21,0.23,-0.13,0.21,0.58,0.21,<2.3,,,,,,<0.61,,<1.77,,<1.57,,<2.28,,,,194 55 59.36,+18 56 20.29,-323.993,-86.409,115.06,217.147,57.913,-77.116,-237.6
BD+24_1676,D.K.Lai ApJ 681 1524 2008,07 30 41.26,+24 05 10.2,6241,3.81,-2.6,-2.63,0.08,0.05,0.08,-0.09,0.06,0.33,0.09,,,,,,,<0.58,,,,,,,,,,194 55 59.36,+18 56 20.29,-309.336,-82.5,109.855,,,,
BD+24_1676,C.J.Hansen AAP 545 A31 2012,07 30 41.26,+24 05 10.2,6327,3.65,-2.5,-2.53,0.15,,,-0.14,0.13,0.25,0.14,,,,,,,,,,,,,,,,,194 55 59.36,+18 56 20.29,-381.61,-101.775,135.521,,,,
BD+29_2356,I.U.Roederer AJ 147 136 2014,13 01 52.42,+29 11 18.1,4710,1.75,-1.62,-1.73,0.16,0.07,0.09,-0.09,0.15,0.38,0.17,<1.47,,,,,,0.48,0.18,0.28,0.16,,,0.49,0.17,0.45,0.16,075 23 24.40,+86 54 44.54,31.134,119.44,2288.25,-2.816,-10.805,-206.999,-207.3
BD+29_2356,I.U.Roederer ApJ 711 573 2010,13 01 52.42,+29 11 18.1,4760,1.6,-1.55,-1.59,0.11,-0.02,0.3,-0.1,0.1,0.34,0.1,<1.76,,,,,,0.38,0.25,0.33,0.25,,,0.34,0.3,<1.25,,075 23 24.40,+86 54 44.54,40.927,157.009,3008,-2.816,-10.805,-206.999,-207.3
BD+30_2611,C.J.Hansen AAP 545 A31 2012,15 06 53.80,+30 00 37.0,4238,0.5,-1.2,-1.2,0.15,-0.09,0.26,-0.35,0.18,0.28,0.22,,,-0.01,0.21,-0.76,0.28,0.52,0.19,,,,,,,,,046 35 28.07,+60 13 35.00,830.661,878.128,2112.87,,,,
BD+30_2611,I.U.Roederer ApJ 711 573 2010,15 06 53.80,+30 00 37.0,4330,0.6,-1.45,-1.5,0.1,-0.37,0.25,-0.3,0.1,0,0.15,,,,,,,0.62,0.15,0.32,0.25,,,0.33,0.15,0.47,0.35,046 35 28.07,+60 13 35.00,804.405,850.371,2046.09,-95.685,-101.153,-243.386,-280.4
BD+42_621,C.J.Hansen AAP 545 A31 2012,02 45 32.46,+42 43 28.9,4725,1.5,-2.48,-2.48,0.15,-0.18,0.15,-0.32,0.19,0.12,0.17,,,,,-0.66,0.32,0.54,0.16,,,,,,,,,144 16 04.33,-15 22 13.97,-1632.74,1174.63,-552.909,,,,
BD+44_493,I.U.Roederer AJ 147 136 2014,02 26 49.70,+44 57 46.0,5040,2.1,-4.26,-4.28,0.16,-0.55,0.15,<-0.42,,<0.68,,<3.16,,,,,,<0.93,,<2.14,,<2,,<2.49,,,,140 08 04.61,-14 41 56.02,-476.632,398.037,-162.897,111.291,-92.939,38.036,-149.9
BD+44_493,I.U.Roederer ApJ 784 158 2014,02 26 49.70,+44 57 46.0,5040,2.1,-4.26,-4.28,0.16,-0.55,0.15,<-0.42,,<0.68,,<3.16,,,,,,<0.93,,<2.14,,<2,,<2.49,,,,140 08 04.61,-14 41 56.02,-492.247,411.078,-168.234,111.365,-93.001,38.061,-150
BD+44_493,V.M.Placco ApJ 790 34 2014,02 26 49.70,+44 57 46.0,5430,3.4,-3.8,-3.88,0.01,,,,,<0.19,,<1.65,,,,,,<1.9,,,,,,<1.86,,,,140 08 04.61,-14 41 56.02,-135.106,112.828,-46.175,,,,
BD+80_245,I.U.Roederer AJ 147 136 2014,08 11 06.20,+79 54 30.0,5360,3.15,-2.01,-2.04,0.14,-0.89,0.21,-1.4,0.24,-0.64,0.27,<1.72,,,,,,<-0.2,,<1.6,,<0.87,,<1.16,,<2.01,,133 54 48.51,+30 08 09.29,-217.187,225.584,181.785,-3.119,3.24,2.611,5.2
BD-01_2582,I.U.Roederer AJ 147 136 2014,11 53 37.20,-02 00 36.0,4920,1.8,-2.65,-2.62,0.14,0.35,0.19,-0.06,0.15,0.42,0.15,<1.48,,,,,,0.36,0.15,<1.11,,,,1.1,0.29,<1.13,,275 06 02.69,+57 42 12.20,53.606,-600.558,953.89,0.086,-0.958,1.522,1.8
BD-01_2916,C.J.Hansen AAP 545 A31 2012,14 10 58.49,-02 40 28.0,4480,1.2,-1.99,-1.99,0.15,0.11,0.18,0.03,0.2,0.26,0.16,,,0.39,0.2,-0.1,0.22,0.6,0.18,,,,,,,,,338 48 07.85,+54 33 42.10,777.456,-301.521,1171.72,,,,
BD-04_3208,C.J.Hansen AAP 545 A31 2012,12 07 15.07,-05 44 01.6,6416,3.95,-2.27,-2.27,0.15,0.16,0.1,-0.07,0.12,0.29,0.14,,,,,,,,,,,,,,,,,283 17 29.03,+55 26 38.29,27.755,-117.489,175.286,,,,
BD-11_145,J.A.Johnson ApJ 579 616 2002,00 48 24.30,-10 41 31.0,,,,-2.31,,-0.25,0.3,-0.47,0.11,-0.18,0.14,,,,,,,,,,,,,,,,,,,,,,,,,
BD-11_145,J.A.Johnson ApJ 554 888 2001,00 48 24.30,-10 41 31.0,4650,0.7,-2.3,-2.33,0.15,,,,,,,,,,,,,0.12,0.22,<1.16,,,,,,,,120 18 01.83,-73 32 53.40,-748.667,1281.17,-5024.99,,,,
BD-11_145,J.A.Johnson ApJS 139 219 2002,00 48 24.30,-10 41 31.0,4650,0.7,-2.3,-2.48,0.15,,,-0.3,0.11,-0.01,0.14,,,,,,,0.28,0.22,<1.32,,,,,,,,120 18 01.83,-73 32 53.40,-748.667,1281.17,-5024.99,,,,
BD-15_5781,I.U.Roederer AJ 147 136 2014,20 45 34.50,-14 31 15.0,4550,0.7,-2.87,-2.92,0.15,0.01,0.17,-0.5,0.15,0.03,0.15,<1.22,,,,,,0.12,0.15,,,0.08,-0.36,<0.81,,<0.62,,032 06 14.55,-31 43 40.38,3715.32,2330.98,-2711.8,-54.325,-34.083,39.652,-75.4
BD-17_6036,J.A.Johnson ApJ 579 616 2002,20 37 15.90,-16 33 57.0,,,,-2.59,,-0.68,0.3,-0.77,0.11,-0.47,0.09,,,<0.92,,,,,,,,,,,,,,,,,,,,,,
BD-17_6036,J.A.Johnson ApJ 554 888 2001,20 37 15.90,-16 33 57.0,4700,1.35,-2.6,-2.6,0.13,,,,,,,,,,,,,-0.12,0.23,<0.67,,<0.35,,,,,,028 59 46.73,-30 40 05.07,1921.9,1065.17,-1303.03,,,,
BD-17_6036,J.A.Johnson ApJS 139 219 2002,20 37 15.90,-16 33 57.0,4700,1.35,-2.6,-2.75,0.13,,,-0.61,0.11,-0.31,0.09,,,,,,,0.02,0.23,<0.82,,<0.5,,,,,,028 59 46.73,-30 40 05.07,1921.9,1065.17,-1303.03,,,,
BD-18_5550,I.U.Roederer AJ 147 136 2014,19 58 49.70,-18 12 11.0,4660,1.05,-3.15,-3.2,0.15,-0.95,0.24,-1.14,0.18,-0.57,0.2,,,,,,,-0.41,0.18,<0.68,,,,<1.12,,<1.21,,023 24 41.78,-22 47 51.86,1602.02,693.64,-733.759,-106.679,-46.19,48.861,-126.1
BD-18_5550,J.A.Johnson ApJ 579 616 2002,19 58 49.70,-18 12 11.0,,,,-2.87,,-1.2,0.3,-1.15,0.05,-0.93,0.09,,,<0.75,,,,,,,,,,,,,,,,,,,,,,
BD-18_5550,J.A.Johnson ApJ 554 888 2001,19 58 49.70,-18 12 11.0,4600,0.95,-2.9,-2.88,0.08,,,,,,,,,,,,,-0.43,0.22,<0.31,,<1.29,,<1,,,,023 24 41.78,-22 47 51.86,1804.56,781.337,-826.528,,,,
BD-18_5550,J.A.Johnson ApJS 139 219 2002,19 58 49.70,-18 12 11.0,4600,0.95,-2.9,-3.03,0.08,,,-0.99,0.05,-0.77,0.09,,,,,,,-0.28,0.22,<0.46,,<1.44,,<1.3,,,,023 24 41.78,-22 47 51.86,1804.56,781.337,-826.528,,,,
BD-18_5550,P.Francois AAP 476 935 2007,19 58 49.70,-18 12 11.0,4750,1.4,-3,-3.06,,-0.96,,<-1.35,,-0.69,,,,,,,,-0.21,,,,,,,,,,023 24 41.78,-22 47 51.86,1184.54,512.879,-542.543,,,,
BD-20_6008,I.U.Roederer AJ 147 136 2014,20 42 48.70,-20 00 39.0,4540,0.65,-3.05,-3,0.15,-0.09,0.19,-0.42,0.16,0.01,0.15,<1.59,,,,,,-0.11,0.16,<0.42,,<0.6,,<1,,,,025 46 02.22,-33 08 07.80,2726.66,1316.2,-1976.42,17.345,8.373,-12.572,23
BS16077-007,D.K.Lai ApJ 681 1524 2008,11 35 17.99,+31 00 23.4,6544,4.29,-2.8,-2.72,0.08,0.32,0.11,0.33,0.17,0.87,0.16,,,,,,,<0.8,,,,,,,,,,195 15 53.32,+72 56 25.32,-128.972,-35.198,435.654,,,,
BS16080-054,D.K.Lai ApJ 681 1524 2008,16 39 18.50,+60 57 42.0,4805,1.48,-3,-3.07,0.09,0.26,0.17,0.15,0.09,0.33,0.1,,,,,,,<0.22,,,,,,,,,,091 10 35.82,+39 21 24.93,-101.613,4947.4,4058.47,,,,
BS16080-093,D.K.Lai ApJ 681 1524 2008,16 50 38.31,+59 13 06.5,4940,1.86,-3.2,-3.19,0.09,-0.03,0.17,-0.25,0.09,0.19,0.17,,,,,,,0.19,0.21,,,,,,,,,088 35 01.48,+38 22 42.77,127.262,5147.43,4077.92,,,,
BS16082-129,S.Honda ApJ 607 474 2004,13 47 11.50,+28 57 46.0,4900,1.8,-2.86,-2.85,0.15,-0.69,0.16,-0.55,0.25,0.01,0.36,,,,,,,,,,,,,,,,,044 39 47.13,+77 34 08.57,1024.42,1012.44,6534.02,,,,
BS16084-160,D.K.Lai ApJ 681 1524 2008,16 28 50.78,+54 37 06.8,4728,1.26,-3.15,-3.2,0.09,-2,0.18,,,,,,,,,,,<-0.26,,,,,,,,,,083 28 45.84,+42 13 45.50,781.392,6836.33,6245.58,,,,
BS16085-0050,S.Honda ApJ 607 474 2004,12 37 46.68,+19 22 49.5,4950,1.8,-2.91,-2.9,0.1,-1.67,0.1,,,,,,,,,,,,,,,,,,,,,280 11 20.72,+81 38 32.61,92.907,-516.92,3574.97,,,,
BS16467-062,D.K.Lai ApJ 681 1524 2008,13 42 00.63,+17 48 40.9,5388,3.04,-3.7,-3.75,0.04,,,,,,,,,,,,,<1.23,,,,,,,,,,356 56 16.85,+75 04 28.66,682.019,-36.483,2562.31,,,,
BS16467-062,P.Francois AAP 476 935 2007,13 42 00.63,+17 48 40.9,5200,2.5,-4,-3.77,,-1.8,,<-0.64,,<-0.31,,,,,,,,<0.75,,,,,,,,,,356 56 16.85,+75 04 28.66,1159.04,-62,4354.47,,,,
BS16469-075,S.Honda ApJ 607 474 2004,10 15 10.18,+42 53 17.3,4880,2,-3.03,-3.02,0.14,0.27,0.12,-0.07,,0.32,0.12,,,,,,,,,,,,,,,,,176 03 46.83,+54 44 48.41,-2849.17,196.085,4040.53,,,,
BS16477-003,P.Francois AAP 476 935 2007,14 32 56.92,+06 46 07.0,4900,1.7,-3.4,-3.36,,0.06,,-0.02,,0.33,,,,,,,,<0.24,,,,,,,,,,357 22 28.69,+58 27 23.75,5341.32,-244.917,8710.58,,,,
BS16545-0089,D.K.Lai ApJ 681 1524 2008,11 24 27.50,+36 50 28.8,6500,4.25,-3.5,-3.44,0.08,0.01,0.09,,,,,,,,,,,<1.92,,,,,,,,,,179 38 31.90,+69 13 31.38,-424.805,2.653,1119.82,,,,
BS16550-087,D.K.Lai ApJ 681 1524 2008,14 10 26.72,+18 01 24.0,4750,1.31,-3.5,-3.53,0.09,0.52,0.17,0.32,0.08,0.76,0.1,,,,,,,<-0.01,,,,,,,,,,010 29 24.26,+69 39 12.65,4046.37,749.226,11097,,,,
BS16920-017,S.Honda ApJ 607 474 2004,12 07 16.84,+41 39 32.5,4760,1.2,-3.12,-3.11,0.23,-0.39,0.19,,,,,,,,,,,,,,,,,,,,,152 00 54.67,+72 53 01.27,-3712.9,1972.92,13653.2,,,,
BS16928-053,D.K.Lai ApJ 681 1524 2008,12 22 28.02,+34 11 31.8,4691,1.16,-3.05,-3.07,0.09,-0.24,0.17,-0.38,0.09,-0.08,0.12,,,,,,,<-0.41,,,,,,,,,,162 32 50.63,+80 35 14.05,-1849.11,581.341,11692.4,,,,
BS16928-053,S.Honda ApJ 607 474 2004,12 22 28.02,+34 11 31.8,4590,0.9,-2.91,-2.9,0.14,-0.19,0.15,-0.46,0.13,-0.23,0.25,,,,,,,,,,,,,,,,,162 32 50.63,+80 35 14.05,-2333.9,733.754,14757.9,,,,
BS16929-005,D.K.Lai ApJ 681 1524 2008,13 03 29.48,+33 51 09.1,5245,2.7,-3.35,-3.34,0.03,0.47,0.08,0.25,0.07,0.55,0.1,,,,,,,<0.02,,,,,,,,,,102 34 04.54,+82 47 34.43,-80.124,359.397,2911.86,,,,
BS16929-005,S.Honda ApJ 607 474 2004,13 03 29.48,+33 51 09.1,5270,2.7,-3.09,-2.98,0.15,0.22,0.16,0.07,0.16,,,,,,,,,,,,,,,,,,,102 34 04.54,+82 47 34.43,-81.117,363.854,2947.97,,,,
BS17569-049,P.Francois AAP 476 935 2007,22 04 58.37,+04 01 32.1,4700,1.2,-3,-2.88,,0.36,,0.07,,0.29,,,,,,,,0.71,,,,0.11,,,,,,064 12 53.34,-39 10 35.25,3649.5,7554.33,-6836.72,,,,
BS17583-100,S.Honda ApJ 607 474 2004,21 42 27.80,+26 40 34.0,5930,4,-2.42,-2.41,0.1,0.2,0.09,0.18,0.12,,,,,,,,,,,,,,,,,,,078 47 44.11,-19 34 58.40,91.768,463.274,-168.011,,,,
CD-30_18140,C.J.Hansen AAP 545 A31 2012,20 44 06.24,-30 00 07.2,6340,4.13,-1.92,-1.92,0.15,0.15,0.11,0.1,0.12,0.47,0.14,,,,,,,,,,,,,,,,,014 13 04.76,-36 17 11.48,128.688,32.606,-97.47,,,,
CD-33_3337,C.J.Hansen AAP 545 A31 2012,06 54 47.80,-33 44 49.0,5952,3.95,-1.55,-1.55,0.15,0.22,0.11,0.01,0.13,0.27,0.17,,,0.19,0.27,0.01,0.25,,,,,,,,,,,243 57 09.03,-14 01 55.54,-50.144,-102.594,-28.539,,,,
CD-36_1052,I.U.Roederer AJ 147 136 2014,02 47 37.44,-36 06 27.0,6030,2.05,-1.86,-1.87,0.17,0.4,0.18,-0.27,0.15,0.25,0.14,<1.23,,,,,,0.39,0.16,<0.87,,<0.89,,<1.25,,,,240 13 35.14,-63 48 23.69,-352.055,-615.381,-1441.23,-66.787,-116.741,-273.41,304.7
CD-36_1052,I.U.Roederer ApJ 711 573 2010,02 47 37.44,-36 06 27.0,6070,2.3,-1.65,-1.79,0.1,0.49,0.15,-0.08,0.1,0.32,0.13,<1.6,,,,,,0.45,0.1,<1.35,,<1.38,,<1.71,,,,240 13 35.14,-63 48 23.69,-273.251,-477.634,-1118.63,-66.787,-116.741,-273.41,304.7
CD-38_245,I.U.Roederer AJ 147 136 2014,00 46 36.10,-37 39 33.0,4520,0.65,-4.5,-4.59,0.16,-0.63,0.15,<-0.68,,<0.18,,<2.68,,,,,,<0.69,,<1.63,,<1.53,,<2.2,,<1.96,,308 09 00.26,-79 25 11.64,1077.67,-1371.94,-9340.06,5.229,-6.656,-45.316,46.1
CD-38_245,P.Francois AAP 476 935 2007,00 46 36.10,-37 39 33.0,4800,1.5,-4,-4.19,,-0.66,,-0.42,,<-0.09,,,,,,,,<0.37,,,,,,,,,,308 09 00.26,-79 25 11.64,494.693,-629.771,-4287.44,,,,
CD-45_3283,C.J.Hansen AAP 545 A31 2012,07 34 18.60,-45 16 43.0,5657,4.97,-0.99,-0.99,0.15,-0.15,0.3,0.03,0.15,0.14,0.17,,,0.52,0.19,0.12,0.25,0.78,0.17,,,,,,,,,257 57 32.93,-11 58 38.79,-13.076,-61.304,-13.298,,,,
CD-57_1633,C.J.Hansen AAP 545 A31 2012,07 06 28.95,-57 27 29.1,5907,4.26,-1.01,-1.01,0.15,0,0.1,-0.23,0.12,,,,,0.17,0.23,-0.06,0.26,0.55,0.22,,,,,,,,,267 55 26.91,-20 40 13.01,-3.375,-93.105,-35.149,,,,
CS22166-016,I.U.Roederer AJ 147 136 2014,00 58 23.84,-14 47 06.9,4900,1.75,-3.09,-3.22,0.15,-0.15,0.25,-0.4,0.17,0.07,0.18,<1.88,,,,,,0.33,0.19,,,,,<1.57,,,,130 45 31.84,-77 33 03.97,-690.081,800.629,-4787.96,29.555,-34.29,205.063,-210
CS22169-008,I.U.Roederer AJ 147 136 2014,04 03 36.28,-12 49 40.2,5810,3.6,-2.59,-2.85,0.21,0.26,0.23,-0.16,0.22,<0.63,,<2.66,,,,,,<1.15,,<2.06,,<1.96,,<2.45,,,,,,,,,,,,
CS22169-035,I.U.Roederer AJ 147 136 2014,04 12 13.88,-12 05 05.1,4480,0.5,-3.12,-3.31,0.15,0.07,0.21,-0.61,0.17,-0.02,0.15,<1.82,,,,,,<-0.49,,<0.55,,<0.59,,<1.28,,,,205 25 03.06,-40 44 02.38,-11405.5,-5420.01,-10874.7,-9.924,-4.716,-9.462,14.5
CS22169-035,S.Honda ApJ 607 474 2004,04 12 13.88,-12 05 05.1,4670,1.3,-2.72,-2.71,0.17,-0.8,0.19,,,,,,,,,,,,,,,,,,,,,205 25 03.06,-40 44 02.38,-5207.35,-2474.58,-4965,,,,
